trip.no	area.id	date	grid.id	trap.id	observer	fate	tag.left	tag.right	species	sex	weight	length	notch	repro.stat	died	trap.note
9	P-	17/05/2001	R1	D4	Choquenot	SE										
9	P-	17/05/2001	R1	E7	Choquenot	SE										
9	P-	17/05/2001	R1	F2	Choquenot	SE										
9	P-	17/05/2001	R1	F6	Choquenot	SE										
9	P-	17/05/2001	R1	F9	Choquenot	SE										
9	P-	17/05/2001	R1	G1	Young	SE										
9	P-	17/05/2001	R1	G2	Young	SE										
9	P-	17/05/2001	R1	G4	Young	SE										
9	P-	17/05/2001	R1	G5	Young	SE										
9	P-	17/05/2001	R1	G7	Young	SE										
9	P-	17/05/2001	R1	G8	Young	SE										
9	P-	17/05/2001	R1	G9	Young	SE										
9	P-	17/05/2001	R1	H1	Young	SE										
9	P-	17/05/2001	R1	H2	Young	SE										
9	P-	17/05/2001	R1	H5	Young	SE										
9	P-	17/05/2001	R1	H6	Young	SE										
9	P-	17/05/2001	R1	H7	Young	SE										
9	P-	17/05/2001	R1	I2	Young	SE										
9	P-	17/05/2001	R1	I4	Young	SE										
9	P-	17/05/2001	R1	I7	Young	SE										
9	P-	17/05/2001	R1	I9	Young	SE										
9	P-	17/05/2001	R2	C2	Yockney	SE										
9	P-	17/05/2001	R2	C3	Yockney	SE										
9	P-	17/05/2001	R2	C9	Yockney	DEAD	n/a		Mouse							
9	P-	17/05/2001	R2	D1	Choquenot	SE										
9	P-	17/05/2001	R2	D5	Choquenot	SE										
9	P-	17/05/2001	R2	D7	Choquenot	SE										
9	P-	17/05/2001	R2	D8	Choquenot	SE										
9	P-	17/05/2001	R2	E2	Choquenot	SE										
9	P-	17/05/2001	R2	E7	Choquenot	SE										
9	P-	17/05/2001	R2	E8	Choquenot	SE										
9	P-	17/05/2001	R2	G1	Young	DEAD	n/a		Mouse							
9	P-	17/05/2001	R2	I4	Young	DEAD	n/a		Mouse							
9	P-	17/05/2001	R2	I7	Young	DEAD	n/a		Mouse							
9	P-	18/05/2001	M1	A1	Yockney	NEW	n/a	2979	Mouse	M	13	60	Aut	Juv		
9	P-	18/05/2001	M1	A3	Yockney	SE										
9	P-	18/05/2001	M1	B1	Yockney	SE										
9	P-	18/05/2001	M1	B5	Yockney	SE										
9	P-	18/05/2001	M1	C2	Yockney	NEW	n/a	1409	Mouse	F	17.5	80	Aut	Juv		F ?
9	P-	18/05/2001	M1	D5	Yockney	RECAP	n/a	2612	Mouse	M			Sum			
9	P-	18/05/2001	M1	D7	Yockney	RECAP	n/a	2966	Mouse				Sum			
9	P-	18/05/2001	M1	D8	Yockney	SE										
9	P-	18/05/2001	M1	E4	Yockney	SE										
9	P-	18/05/2001	M1	F9	Yockney	SE										
9	P-	18/05/2001	M1	G4	Yockney	SE										
9	P-	18/05/2001	M1	H6	Yockney	SE										
9	P-	18/05/2001	M1	I1	Yockney	SE										
9	P-	18/05/2001	M1	I7	Yockney	RECAP	n/a	1454	Mouse							
9	P-	18/05/2001	M2	A3	Yockney	RECAP	n/a	2954	Mouse	M			Aut			
9	P-	18/05/2001	M2	C7	Yockney	RECAP	n/a	2222	Mouse							
9	P-	18/05/2001	M2	D2	Choquenot	SE										
9	P-	18/05/2001	M2	D3	Choquenot	SE										
9	P-	18/05/2001	M2	D7	Choquenot	SE										
9	P-	18/05/2001	M2	E6	Choquenot	SE										
9	P-	18/05/2001	M2	E9	Choquenot	SE										
9	P-	18/05/2001	M2	G3	Young	SE										
9	P-	18/05/2001	M2	G4	Young	SE										
9	P-	18/05/2001	M2	H4	Young	SE										
9	P-	18/05/2001	M2	I3	Young	STOAT										STOAT
9	P-	18/05/2001	MR1	A4	Yockney	SE										
9	P-	18/05/2001	MR1	A5	Yockney	SE										
9	P-	18/05/2001	MR1	A6	Yockney	SE										
9	P-	18/05/2001	MR1	A9	Yockney	SE										
9	P-	18/05/2001	MR1	B3	Yockney	SE										
9	P-	18/05/2001	MR1	B4	Yockney	SE										
9	P-	18/05/2001	MR1	B7	Yockney	SE										
9	P-	18/05/2001	MR1	B8	Yockney	SE										
9	P-	18/05/2001	MR1	B9	Yockney	SE										
9	P-	18/05/2001	MR1	C1	Yockney	RECAP	n/a	1387	Mouse							
9	P-	18/05/2001	MR1	C2	Yockney	OLD	n/a	1542	Mouse	M	18	80	Spr	Juv		
9	P-	18/05/2001	MR1	C3	Yockney	SE										
9	P-	18/05/2001	MR1	C8	Yockney	SE										
9	P-	18/05/2001	MR1	C9	Yockney	SE										
9	P-	18/05/2001	MR1	E4	Choquenot	SE										
9	P-	18/05/2001	MR1	E5	Choquenot	SE										
9	P-	18/05/2001	MR1	E9	Choquenot	SE										
9	P-	18/05/2001	MR1	F4	Choquenot	SE										
9	P-	18/05/2001	MR1	F8	Choquenot	SE										
9	P-	18/05/2001	MR1	G6	Young	SE										
9	P-	18/05/2001	MR1	G9	Young	NEW	n/a	1494	Mouse	M	18	75	Aut	Juv		
9	P-	18/05/2001	MR1	H2	Young	SE										
9	P-	18/05/2001	MR1	H3	Young	SE										
9	P-	18/05/2001	MR1	H4	Young	SE										
9	P-	18/05/2001	MR1	H7	Young	SE										
9	P-	18/05/2001	MR1	H9	Young	SE										
9	P-	18/05/2001	MR1	I1	Young	RECAP	n/a	2986	Mouse				Aut		y	DOA
9	P-	18/05/2001	MR1	I3	Young	SE										
9	P-	18/05/2001	MR1	I4	Young	SE										
9	P-	18/05/2001	MR1	I6	Young	SE										
9	P-	18/05/2001	MR2	A8	Yockney	SE										
9	P-	18/05/2001	MR2	A9	Yockney	SE										
9	P-	18/05/2001	MR2	B7	Yockney	SE										
9	P-	18/05/2001	MR2	B9	Yockney	NEW	n/a	1550	Mouse	M	15	74	Aut	Juv		SEX ????
9	P-	18/05/2001	MR2	C3	Yockney	SE										
9	P-	18/05/2001	MR2	C4	Yockney	SE										
9	P-	18/05/2001	MR2	C5	Yockney	RECAP	n/a	1393	Mouse							
9	P-	18/05/2001	MR2	C6	Yockney	SE										
9	P-	18/05/2001	MR2	C7	Yockney	SE										
9	P-	18/05/2001	MR2	C9	Yockney	RECAP	n/a	2913	Mouse	M			Aut			
9	P-	18/05/2001	MR2	D1	Choquenot	SE										
9	P-	18/05/2001	MR2	D2	Choquenot	SE										
9	P-	18/05/2001	MR2	D3	Choquenot	SE										
9	P-	18/05/2001	MR2	D4	Choquenot	SE										
9	P-	18/05/2001	MR2	D5	Choquenot	SE										
9	P-	18/05/2001	MR2	D7	Choquenot	SE										
9	P-	18/05/2001	MR2	D8	Choquenot	SE										
9	P-	18/05/2001	MR2	E1	Choquenot	SE										
9	P-	18/05/2001	MR2	E2	Choquenot	SE										
9	P-	18/05/2001	MR2	E3	Choquenot	SE										
9	P-	18/05/2001	MR2	E4	Choquenot	WEASEL										WEASEL
9	P-	18/05/2001	MR2	F3	Choquenot	SE										
9	P-	18/05/2001	MR2	F7	Choquenot	SE										
9	P-	18/05/2001	MR2	F8	Choquenot	SE										
9	P-	18/05/2001	MR2	H5	Young	SE										
9	P-	18/05/2001	MR2	I1	Young	SE										
9	P-	18/05/2001	MR2	I5	Young	SE										
9	P-	18/05/2001	MR2	I6	Young	WEASEL										WEASEL
9	P-	18/05/2001	R1	A9	Yockney	DEAD	n/a		Mouse							
9	P-	18/05/2001	R1	B4	Yockney	SE										
9	P-	18/05/2001	R1	C1	Yockney	SE										
9	P-	18/05/2001	R1	D1	Choquenot	SE										
9	P-	18/05/2001	R1	D2	Choquenot	SE										
9	P-	18/05/2001	R1	D3	Choquenot	SE										
9	P-	18/05/2001	R1	E1	Choquenot	SE										
9	P-	18/05/2001	R1	E2	Choquenot	SE										
9	P-	18/05/2001	R1	E5	Choquenot	SE										
9	P-	18/05/2001	R1	E6	Choquenot	SE										
9	P-	18/05/2001	R1	E9	Choquenot	SE										
9	P-	18/05/2001	R1	F5	Choquenot	SE										
9	P-	18/05/2001	R1	F6	Choquenot	SE										
9	P-	18/05/2001	R1	G2	Young	SE										
9	P-	18/05/2001	R1	H4	Young	SE										
9	P-	18/05/2001	R1	H5	Young	SE										
9	P-	18/05/2001	R1	H6	Young	SE										
9	P-	18/05/2001	R1	I4	Young	SE										
9	P-	18/05/2001	R1	I7	Young	SE										
9	P-	18/05/2001	R1	I9	Young	SE										
9	P-	18/05/2001	R2	A1	Yockney	SE										
9	P-	18/05/2001	R2	A3	Yockney	SE										
9	P-	18/05/2001	R2	A8	Yockney	SE										
9	P-	18/05/2001	R2	B3	Yockney	SE										
9	P-	18/05/2001	R2	B7	Yockney	SE										
9	P-	18/05/2001	R2	D1	Choquenot	SE										
9	P-	18/05/2001	R2	D4	Choquenot	SE										
9	P-	18/05/2001	R2	D9	Choquenot	SE										
9	P-	18/05/2001	R2	E1	Choquenot	SE										
9	P-	18/05/2001	R2	E8	Choquenot	SE										
9	P-	18/05/2001	R2	F9	Choquenot	SE										
9	P-	18/05/2001	R2	G7	Young	SE										
9	P-	18/05/2001	R2	H1	Young	SE										
9	P-	19/05/2001	M1	A1	Yockney	SE										
9	P-	19/05/2001	M1	A6	Yockney	SE										
9	P-	19/05/2001	M1	A9	Yockney	SE										
9	P-	19/05/2001	M1	B1	Yockney	RECAP	n/a	1409	Mouse							
9	P-	19/05/2001	M1	B2	Yockney	SE										
9	P-	19/05/2001	M1	B3	Yockney	SE										
9	P-	19/05/2001	M1	C7	Yockney	RECAP	n/a	2612	Mouse	M			Sum			
9	P-	19/05/2001	M1	C8	Yockney	SE										
9	P-	19/05/2001	M1	D1	Yockney	SE										
9	P-	19/05/2001	M1	D2	Yockney	SE										
9	P-	19/05/2001	M1	D8	Yockney	SE										
9	P-	19/05/2001	M1	E1	Yockney	SE										
9	P-	19/05/2001	M1	E8	Yockney	RECAP	n/a	2966	Mouse				Sum			
9	P-	19/05/2001	M1	E9	Yockney	DEAD			Ship Rat							
9	P-	19/05/2001	M1	F3	Yockney	SE										
9	P-	19/05/2001	M1	F7	Yockney	SE										
9	P-	19/05/2001	M1	G2	Yockney	SE										
9	P-	19/05/2001	M1	G7	Yockney	SE										
9	P-	19/05/2001	M1	G9	Yockney	SE										
9	P-	19/05/2001	M1	H2	Yockney	RECAP	n/a	2862	Mouse	F	18.5	65	Sum	Juv		
9	P-	19/05/2001	M1	H5	Yockney	SE										
9	P-	19/05/2001	M1	H6	Yockney	SE										
9	P-	19/05/2001	M1	I3	Choquenot	SE										
9	P-	19/05/2001	M1	I4	Choquenot	RECAP	n/a	2854	Mouse	M			Sum			
9	P-	19/05/2001	M1	I6	Choquenot	SE										
9	P-	19/05/2001	M2	A2	Yockney	SE										
9	P-	19/05/2001	M2	A5	Yockney	SE										
9	P-	19/05/2001	M2	A8	Yockney	SE										
9	P-	19/05/2001	M2	D8	Choquenot	RECAP	n/a	2222	Mouse							
9	P-	19/05/2001	M2	G4	Young	SE										
9	P-	19/05/2001	M2	G5	Young	SE										
9	P-	19/05/2001	M2	H7	Young	SE										
9	P-	19/05/2001	M2	I8	Young	SE										
9	P-	19/05/2001	MR1	A1	Yockney	SE										
9	P-	19/05/2001	MR1	A2	Yockney	SE										
9	P-	19/05/2001	MR1	A3	Yockney	SE										
9	P-	19/05/2001	MR1	A6	Yockney	SE										
9	P-	19/05/2001	MR1	A8	Yockney	SE										
9	P-	19/05/2001	MR1	B3	Yockney	SE										
9	P-	19/05/2001	MR1	B4	Yockney	SE										
9	P-	19/05/2001	MR1	B5	Yockney	SE										
9	P-	19/05/2001	MR1	B6	Yockney	SE										
9	P-	19/05/2001	MR1	B7	Yockney	NEW	2987	2999	Ship Rat	M	68	130		Juv		
9	P-	19/05/2001	MR1	B8	Yockney	SE										
9	P-	19/05/2001	MR1	C3	Yockney	RECAP	n/a	1542	Mouse							
9	P-	19/05/2001	MR1	C5	Yockney	SE										
9	P-	19/05/2001	MR1	D1	Choquenot	RECAP	n/a	1387	Mouse							
9	P-	19/05/2001	MR1	D2	Choquenot	SE										
9	P-	19/05/2001	MR1	E9	Choquenot	RECAP	n/a	1494	Mouse				Aut			
9	P-	19/05/2001	MR1	F1	Choquenot	SE										
9	P-	19/05/2001	MR1	F2	Choquenot	SE										
9	P-	19/05/2001	MR1	F6	Choquenot	SE										
9	P-	19/05/2001	MR1	F8	Choquenot	SE										
9	P-	19/05/2001	MR1	H1	Young	NEW	n/a		Mouse							escape
9	P-	19/05/2001	MR1	I7	Young	SE										
9	P-	19/05/2001	MR2	A3	Yockney	SE										
9	P-	19/05/2001	MR2	A6	Yockney	SE										
9	P-	19/05/2001	MR2	A7	Yockney	RECAP	n/a	1357	Mouse							
9	P-	19/05/2001	MR2	B5	Yockney	SE										
9	P-	19/05/2001	MR2	B7	Yockney	NEW	n/a	1393	Mouse	M	16	80	Aut	Juv		
9	P-	19/05/2001	MR2	B8	Yockney	SE										
9	P-	19/05/2001	MR2	C5	Yockney	SE										
9	P-	19/05/2001	MR2	C6	Yockney	SE										
9	P-	19/05/2001	MR2	D1	Choquenot	SE										
9	P-	19/05/2001	MR2	D2	Choquenot	SE										
9	P-	19/05/2001	MR2	D3	Choquenot	SE										
9	P-	19/05/2001	MR2	D4	Choquenot	SE										
9	P-	19/05/2001	MR2	D7	Choquenot	SE										
9	P-	19/05/2001	MR2	D8	Choquenot	SE										
9	P-	19/05/2001	MR2	D9	Choquenot	RECAP	n/a	2913	Mouse	M			Aut			
9	P-	19/05/2001	MR2	E1	Choquenot	SE										
9	P-	19/05/2001	MR2	E5	Choquenot	SE										
9	P-	19/05/2001	MR2	E6	Choquenot	SE										
9	P-	19/05/2001	MR2	E7	Choquenot	SE										
9	P-	19/05/2001	MR2	E8	Choquenot	SE										
9	P-	19/05/2001	MR2	E9	Choquenot	SE										
9	P-	19/05/2001	MR2	F1	Choquenot	SE										
9	P-	19/05/2001	MR2	F2	Choquenot	SE										
9	P-	19/05/2001	MR2	F3	Choquenot	SE										
9	P-	19/05/2001	MR2	F4	Choquenot	SE										
9	P-	19/05/2001	MR2	F6	Choquenot	SE										
9	P-	19/05/2001	MR2	F7	Choquenot	SE										
9	P-	19/05/2001	MR2	F9	Choquenot	SE										
9	P-	19/05/2001	MR2	G4	Young	SE										
9	P-	19/05/2001	MR2	G7	Young	SE										
9	P-	19/05/2001	MR2	G9	Young	SE										
9	P-	19/05/2001	MR2	H1	Young	SE										
9	P-	19/05/2001	MR2	H7	Young	RECAP	n/a	1539	Mouse							
9	P-	19/05/2001	MR2	I4	Young	SE										
9	P-	19/05/2001	MR2	I8	Young	SE										
9	P-	19/05/2001	R1	A4	Yockney	SE										
9	P-	19/05/2001	R1	C1	Yockney	SE										
9	P-	19/05/2001	R1	C2	Yockney	SE										
9	P-	19/05/2001	R1	C3	Yockney	SE										
9	P-	19/05/2001	R1	C5	Yockney	SE										
9	P-	19/05/2001	R1	C8	Yockney	SE										
9	P-	19/05/2001	R1	D1	Choquenot	SE										
9	P-	19/05/2001	R1	D4	Choquenot	SE										
9	P-	19/05/2001	R1	D7	Choquenot	SE										
9	P-	19/05/2001	R1	E1	Choquenot	SE										
9	P-	19/05/2001	R1	E9	Choquenot	SE										
9	P-	19/05/2001	R1	F4	Choquenot	SE										
9	P-	19/05/2001	R1	F6	Choquenot	SE										
9	P-	19/05/2001	R1	G3	Young	SE										
9	P-	19/05/2001	R1	G8	Young	SE										
9	P-	19/05/2001	R1	G9	Young	SE										
9	P-	19/05/2001	R1	H8	Young	SE										
9	P-	19/05/2001	R1	H9	Young	SE										
9	P-	19/05/2001	R1	I5	Young	SE										
9	P-	19/05/2001	R1	I6	Young	SE										
9	P-	19/05/2001	R1	I9	Young	SE										
9	P-	19/05/2001	R2	A2	Yockney	SE										Robin - released
9	P-	19/05/2001	R2	A4	Yockney	SE										
9	P-	19/05/2001	R2	A7	Yockney	SE										
9	P-	19/05/2001	R2	A8	Yockney	SE										
9	P-	19/05/2001	R2	A9	Yockney	SE										
9	P-	19/05/2001	R2	B3	Yockney	SE										
9	P-	19/05/2001	R2	B4	Yockney	SE										
9	P-	19/05/2001	R2	B5	Yockney	SE										
9	P-	19/05/2001	R2	B6	Yockney	SE										
9	P-	19/05/2001	R2	B9	Yockney	SE										
9	P-	19/05/2001	R2	C3	Yockney	SE										
9	P-	19/05/2001	R2	C8	Yockney	SE										
9	P-	19/05/2001	R2	D3	Choquenot	SE										
9	P-	19/05/2001	R2	D5	Choquenot	SE										
9	P-	19/05/2001	R2	E1	Choquenot	SE										
9	P-	19/05/2001	R2	E3	Choquenot	SE										
9	P-	19/05/2001	R2	E5	Choquenot	SE										
9	P-	19/05/2001	R2	E7	Choquenot	SE										
9	P-	19/05/2001	R2	E8	Choquenot	SE										
9	P-	19/05/2001	R2	F1	Choquenot	SE										
9	P-	19/05/2001	R2	F2	Choquenot	SE										
9	P-	19/05/2001	R2	F3	Choquenot	SE										
9	P-	19/05/2001	R2	F4	Choquenot	SE										
9	P-	19/05/2001	R2	F5	Choquenot	SE										
9	P-	19/05/2001	R2	H2	Young	SE										
9	P-	19/05/2001	R2	I9	Young	DEAD	n/a		Mouse							
9	P-	20/05/2001	M1	A2	Yockney	RECAP	n/a	1409	Mouse							
9	P-	20/05/2001	M1	A3	Yockney	SE										
9	P-	20/05/2001	M1	A6	Yockney	NEW	n/a	2914	Mouse	M	19	70	Aut	Juv		
9	P-	20/05/2001	M1	A9	Yockney	RECAP	n/a	1461	Mouse							
9	P-	20/05/2001	M1	C1	Yockney	SE										
9	P-	20/05/2001	M1	D1	Choquenot	NEW	n/a		Mouse						y	DOA
9	P-	20/05/2001	M1	D3	Choquenot	SE										
9	P-	20/05/2001	M1	D5	Choquenot	RECAP	n/a	2966	Mouse				Sum			
9	P-	20/05/2001	M1	D9	Choquenot	SE										
9	P-	20/05/2001	M1	E6	Choquenot	SE										
9	P-	20/05/2001	M1	F2	Choquenot	SE										
9	P-	20/05/2001	M1	F9	Choquenot	NEW	n/a	2929	Mouse	M	20	85	Aut	Juv		
9	P-	20/05/2001	M1	G2	Young	SE										
9	P-	20/05/2001	M1	G4	Young	SE										
9	P-	20/05/2001	M1	H6	Young	SE										
9	P-	20/05/2001	M1	H7	Young	SE										
9	P-	20/05/2001	M1	H8	Young	RECAP	n/a	2854	Mouse	M			Sum			
9	P-	20/05/2001	M1	I1	Young	SE										
9	P-	20/05/2001	M1	I4	Young	SE										
9	P-	20/05/2001	M2	A1	Yockney	RECAP	n/a	2954	Mouse	M			Aut			
9	P-	20/05/2001	M2	B7	Yockney	SE										
9	P-	20/05/2001	M2	C2	Yockney	SE										
9	P-	20/05/2001	M2	F9	Choquenot	OLD	n/a	2931	Mouse	M	21	85	Spr	Adult		
9	P-	20/05/2001	M2	G1	Young	SE										
9	P-	20/05/2001	M2	H7	Young	SE										
9	P-	20/05/2001	MR1	A1	Yockney	SE										
9	P-	20/05/2001	MR1	B1	Yockney	RECAP	n/a	1387	Mouse							
9	P-	20/05/2001	MR1	D1	Choquenot	RECAP	n/a	1542	Mouse							
9	P-	20/05/2001	MR1	F1	Choquenot	OLD	n/a	1467	Mouse	F	16	85	Win	Juv		
9	P-	20/05/2001	MR1	G8	Young	SE										
9	P-	20/05/2001	MR1	G9	Young	SE										
9	P-	20/05/2001	MR1	H1	Young	SE										
9	P-	20/05/2001	MR1	H8		RECAP	n/a	1494	Mouse				Aut		y	Dead
9	P-	20/05/2001	MR2	B3	Yockney	SE										
9	P-	20/05/2001	MR2	B8	Yockney	RECAP	n/a	1357	Mouse							
9	P-	20/05/2001	MR2	C3	Yockney	SE										
9	P-	20/05/2001	MR2	C4	Yockney	SE										
9	P-	20/05/2001	MR2	C5	Yockney	SE										
9	P-	20/05/2001	MR2	C7	Yockney	SE										
9	P-	20/05/2001	MR2	D3	Choquenot	SE										
9	P-	20/05/2001	MR2	D4	Choquenot	SE										
9	P-	20/05/2001	MR2	D5	Choquenot	SE										
9	P-	20/05/2001	MR2	D6	Choquenot	SE										
9	P-	20/05/2001	MR2	D7	Choquenot	SE										
9	P-	20/05/2001	MR2	D8	Choquenot	RECAP	n/a	1393	Mouse							
9	P-	20/05/2001	MR2	D9	Choquenot	RECAP	n/a	2913	Mouse	M			Aut			
9	P-	20/05/2001	MR2	E3	Choquenot	SE										
9	P-	20/05/2001	MR2	E4	Choquenot	SE										
9	P-	20/05/2001	MR2	E5	Choquenot	SE										
9	P-	20/05/2001	MR2	E6	Choquenot	SE										
9	P-	20/05/2001	MR2	E7	Choquenot	SE										
9	P-	20/05/2001	MR2	E8	Choquenot	SE										
9	P-	20/05/2001	MR2	F2	Choquenot	SE										
9	P-	20/05/2001	MR2	F7	Choquenot	SE										
9	P-	20/05/2001	MR2	F8	Choquenot	SE										
9	P-	20/05/2001	MR2	F9	Choquenot	SE										
9	P-	20/05/2001	MR2	G1	Young	SE										
9	P-	20/05/2001	MR2	G4	Young	SE										
9	P-	20/05/2001	MR2	H1	Young	SE										
9	P-	20/05/2001	MR2	H7	Young	RECAP	n/a	1539	Mouse							
9	P-	20/05/2001	MR2	I3	Young	SE										
9	P-	20/05/2001	MR2	I6	Young	SE										
9	P-	20/05/2001	R1	D4	Choquenot	SE										
9	P-	20/05/2001	R1	D5	Choquenot	SE										
9	P-	20/05/2001	R1	E2	Choquenot	SE										
9	P-	20/05/2001	R1	E8	Choquenot	SE										
9	P-	20/05/2001	R1	F2	Choquenot	SE										
9	P-	20/05/2001	R1	F3	Choquenot	SE										
9	P-	20/05/2001	R2	A2	Yockney	SE										
9	P-	20/05/2001	R2	A3	Yockney	SE										
9	P-	20/05/2001	R2	A6	Yockney	SE										
9	P-	20/05/2001	R2	A7	Yockney	SE										
9	P-	20/05/2001	R2	B3	Yockney	SE										
9	P-	20/05/2001	R2	D1	Choquenot	SE										
9	P-	20/05/2001	R2	D3	Choquenot	SE										
9	P-	20/05/2001	R2	D4	Choquenot	SE										
9	P-	20/05/2001	R2	D5	Choquenot	SE										
9	P-	20/05/2001	R2	D6	Choquenot	SE										
9	P-	20/05/2001	R2	D7	Choquenot	SE										
9	P-	20/05/2001	R2	E1	Choquenot	SE										
9	P-	20/05/2001	R2	E2	Choquenot	SE										
9	P-	20/05/2001	R2	E3	Choquenot	SE										
9	P-	20/05/2001	R2	E4	Choquenot	SE										
9	P-	20/05/2001	R2	E6	Choquenot	SE										
9	P-	20/05/2001	R2	E8	Choquenot	SE										
9	P-	20/05/2001	R2	F2	Choquenot	DEAD	n/a		Mouse							
9	P-	20/05/2001	R2	F3	Choquenot	SE										
9	P-	20/05/2001	R2	F4	Choquenot	SE										
9	P-	20/05/2001	R2	F5	Choquenot	SE										
9	P-	20/05/2001	R2	F7	Choquenot	SE										
9	P+	22/05/2001	M1	A1	Yockney	NEW	n/a	1453	Mouse	M	14	67	Aut	Juv		
9	P+	22/05/2001	M1	A7	Yockney	SE										
9	P+	22/05/2001	M1	A9	Yockney	SE										
9	P+	22/05/2001	M1	C3	Yockney	SE										
9	P+	22/05/2001	M1	C6	Yockney	SE										
9	P+	22/05/2001	M1	C7	Yockney	SE										
9	P+	22/05/2001	M1	C8	Yockney	NEW	n/a	2950	Mouse	M	17	70	Aut	Juv		
9	P+	22/05/2001	M1	C9	Yockney	SE										
9	P+	22/05/2001	M1	D1	Yockney	OLD	n/a	2955	Mouse	M	16	73	Sum	Juv		
9	P+	22/05/2001	M1	D6	Yockney	SE										
9	P+	22/05/2001	M1	D8	Yockney	SE										
9	P+	22/05/2001	M1	E3	Yockney	SE										
9	P+	22/05/2001	M1	E4	Yockney	SE										
9	P+	22/05/2001	M1	E9	Yockney	SE										
9	P+	22/05/2001	M1	F5	Yockney	SE										
9	P+	22/05/2001	M1	F6	Yockney	SE										
9	P+	22/05/2001	M1	G6	Yockney	SE										
9	P+	22/05/2001	M1	I2	Yockney	NEW	n/a	1405	Mouse	F	16	82	Aut	Juv		
9	P+	22/05/2001	M2	A1	Yockney	OLD	n/a	1590	Mouse	M	16.5	85	Win	Juv		
9	P+	22/05/2001	M2	A7	Yockney	OLD	n/a	1469	Mouse	F	16	65	Win	Juv		
9	P+	22/05/2001	M2	A9	Yockney	NEW	n/a		Mouse						y	DOA
9	P+	22/05/2001	M2	B2	Yockney	DEAD			Ship Rat						y	DOA
9	P+	22/05/2001	M2	B5	Yockney	OLD	n/a	1598	Mouse	F	15.5	70	Spr	Juv		
9	P+	22/05/2001	M2	C2	Yockney	NEW	n/a	1592	Mouse	F	16.5	70	Aut	Juv		
9	P+	22/05/2001	M2	C5	Yockney	OLD	n/a	2349	Mouse	M	18	75	Win	Juv		
9	P+	22/05/2001	M2	C7	Yockney	OLD	n/a	2556	Mouse	F	15	70	Win	Juv		
9	P+	22/05/2001	M2	C8	Yockney	NEW	n/a	1582	Mouse	M	19	75	Aut	Juv		
9	P+	22/05/2001	M2	D2	Yockney	SE										
9	P+	22/05/2001	M2	D4	Yockney	OLD	n/a	1478	Mouse	M	19.5	80	Win	Juv		
9	P+	22/05/2001	M2	D7	Yockney	DEAD			Ship Rat						y	DOA
9	P+	22/05/2001	M2	D8	Yockney	OLD	n/a	1481	Mouse	M	18	70	Spr	Juv		
9	P+	22/05/2001	M2	E7	Yockney	OLD	n/a	1524	Mouse	F	16	83	Sum	Juv		
9	P+	22/05/2001	M2	F1	Choquenot	SE										
9	P+	22/05/2001	M2	F4	Choquenot	SE										
9	P+	22/05/2001	M2	G2	Choquenot	OLD	n/a	2197	Mouse	M	15	85	Win	Juv		
9	P+	22/05/2001	M2	H1	Choquenot	SE										
9	P+	22/05/2001	M2	H3	Choquenot	OLD	n/a	2994	Mouse	F	17	85	Win	Juv		
9	P+	22/05/2001	M2	H6	Choquenot	SE										
9	P+	22/05/2001	M2	H7	Choquenot	SE										
9	P+	22/05/2001	M2	H9	Choquenot	OLD	n/a	1502	Mouse	M	20	87	Win	Juv		
9	P+	22/05/2001	M2	I1	Choquenot	NEW	n/a	1514	Mouse	M	13	80	Aut	Juv		
9	P+	22/05/2001	M2	I2	Choquenot	SE										
9	P+	22/05/2001	M2	I3	Choquenot	OLD	n/a	2976	Mouse	M	16.5	90	Sum	Juv		notch ????
9	P+	22/05/2001	M2	I6	Choquenot	SE										
9	P+	22/05/2001	MR1	A1	Yockney	NEW	n/a	1577	Mouse	F	14.5	67	Aut	Juv		
9	P+	22/05/2001	MR1	A4	Yockney	SE										
9	P+	22/05/2001	MR1	A8	Yockney	OLD	n/a	2877	Mouse	F	15	70	Sum	Juv		
9	P+	22/05/2001	MR1	B8	Yockney	OLD	n/a	1482	Mouse	M	17	75	Win	Juv		
9	P+	22/05/2001	MR1	B9	Yockney	SE										
9	P+	22/05/2001	MR1	D3	Yockney	SE										
9	P+	22/05/2001	MR1	D4	Yockney	NEW	2939	2949	Kiore	M	35	100		Juv		
9	P+	22/05/2001	MR1	D6	Yockney	NEW	n/a	1596	Mouse	M	17	75	Aut	Juv		
9	P+	22/05/2001	MR1	D8	Yockney	SE										
9	P+	22/05/2001	MR1	E2	Yockney	NEW	1410	1530	Ship Rat	F	36	110		Juv		Sp??
9	P+	22/05/2001	MR1	E7	Yockney	OLD	1389	1371	Kiore	F	43	130		Adult		
9	P+	22/05/2001	MR1	E9	Yockney	SE										
9	P+	22/05/2001	MR1	F2	Yockney	OLD	n/a	1521	Mouse	M	15	75	Sum	Juv		
9	P+	22/05/2001	MR1	F4	Yockney	NEW	n/a	1422	Mouse	M	15	77	Aut	Juv		
9	P+	22/05/2001	MR1	F9	Yockney	SE										
9	P+	22/05/2001	MR1	G3	Yockney	SE										
9	P+	22/05/2001	MR1	G6	Yockney	SE										
9	P+	22/05/2001	MR1	I7	Yockney	SE										
9	P+	22/05/2001	MR1	I9	Yockney	SE										
9	P+	22/05/2001	MR2	A2	Yockney	OLD	n/a	2416	Mouse	F	15	85	Sum	Juv		
9	P+	22/05/2001	MR2	A3	Yockney	SE										
