trip.no	area.id	date	grid.id	trap.id	observer	fate	tag.left	tag.right	species	sex	weight	length	notch	repro.stat	died	trap.note
3	P-	13/11/1999	M1	C8	Yockney	DEAD			Ship Rat							
3	P-	13/11/1999	M1	C9	Yockney	RECAP	n/a	420	Mouse	M			Spr			
3	P-	13/11/1999	M1	D1	Coleman	RECAP	n/a	709	Mouse	M			Spr	Juv		
3	P-	13/11/1999	M1	D2	Coleman	RECAP	n/a	711	Mouse	F			Spr	Juv		
3	P-	13/11/1999	M1	D3	Coleman	OLD	n/a	724	Mouse	M	20	92	Win	Juv		
3	P-	13/11/1999	M1	D5	Coleman	SE										
3	P-	13/11/1999	M1	D6	Coleman	OLD	n/a	779	Mouse	F	20.5	84	Win	Juv		
3	P-	13/11/1999	M1	D7	Coleman	DEAD			Ship Rat							
3	P-	13/11/1999	M1	D8	Coleman	OLD	n/a	708	Mouse	M	18	85	Win	Juv		
3	P-	13/11/1999	M1	E2	Coleman	RECAP	n/a	555	Mouse	M			Spr	Juv		
3	P-	13/11/1999	M1	E7	Coleman	SE										
3	P-	13/11/1999	M1	E8	Coleman	SE										
3	P-	13/11/1999	M1	E9	Coleman	DEAD			Ship Rat							
3	P-	13/11/1999	M1	F3	Coleman	RECAP	n/a	569	Mouse	M			Spr	Juv		
3	P-	13/11/1999	M1	F9		NEW	n/a	701	Mouse	F	10	63	Spr	Juv		
3	P-	13/11/1999	M1	G2	Young	RECAP	n/a	629	Mouse	M						
3	P-	13/11/1999	M1	G5	Young	OLD	n/a	207	Mouse	M			Win	Juv		
3	P-	13/11/1999	M1	G9	Young	SE										
3	P-	13/11/1999	M1	H2	Young	RECAP	n/a	1186	Mouse	M			Spr	Juv		
3	P-	13/11/1999	M1	H6	Young	NEW	n/a	564	Mouse	M	20	80		Juv		
3	P-	13/11/1999	M1	H7	Young	RECAP	n/a	238	Mouse	F			Win	Juv		
3	P-	13/11/1999	M1	H8	Young	NEW	n/a	640	Mouse	M	12	70		Juv		
3	P-	13/11/1999	M1	H9	Young	DEAD			Ship Rat							
3	P-	13/11/1999	M1	I2	Young	OLD	n/a	572	Mouse	M	17	75	Win	Juv		
3	P-	13/11/1999	M1	I3	Young	RECAP	n/a	789	Mouse	M			Spr	Juv		
3	P-	13/11/1999	M1	I4	Young	NEW	n/a	590	Mouse	M	12	75	Spr	Juv		
3	P-	13/11/1999	M1	I8	Young	SE										
3	P-	13/11/1999	M1	I9	Young	NEW	n/a	588	Mouse	M	17	80	Spr	Juv		
3	P-	13/11/1999	M2	A1	Young	RECAP	n/a	110	Mouse	M			Spr	Juv		
3	P-	13/11/1999	M2	A2	Young	NEW	n/a	591	Mouse	?	7	50	Spr	Juv		
3	P-	13/11/1999	M2	A6	Young	NEW	n/a	632	Mouse	M	16	80		Juv		
3	P-	13/11/1999	M2	A7	Young	DEAD			Ship Rat							
3	P-	13/11/1999	M2	A8	Young	NEW	n/a	565	Mouse	M	10	60	Spr	Juv		
3	P-	13/11/1999	M2	B1	Young	RECAP	n/a	634	Mouse	M			Spr	Juv		
3	P-	13/11/1999	M2	B6	Young	RECAP	n/a	645	Mouse	?			Spr	Juv		
3	P-	13/11/1999	M2	B8	Young	NEW	n/a	639	Mouse	M	15	70		Juv		
3	P-	13/11/1999	M2	B9	Young	SE										
3	P-	13/11/1999	M2	C2	Young	RECAP	n/a	574	Mouse	M			Spr	Juv		
3	P-	13/11/1999	M2	C3	Young	RECAP	n/a	720	Mouse	M			Spr	Juv		
3	P-	13/11/1999	M2	C4	Young	RECAP	n/a	500	Mouse	?			Win	Juv		
3	P-	13/11/1999	M2	C6	Young	NEW	n/a	575	Mouse	F	17	70	Spr	Juv		
3	P-	13/11/1999	M2	C7		RECAP	n/a	642	Mouse	M			Spr	Juv		
3	P-	13/11/1999	M2	D2		RECAP	n/a	797	Mouse	M			Win	Juv		
3	P-	13/11/1999	M2	D3		OLD	n/a	705	Mouse	M	18.5	76	Win	Juv		
3	P-	13/11/1999	M2	D6		NEW	n/a	778	Mouse	F	14	73	Spr	Juv		
3	P-	13/11/1999	M2	E2		SE										
3	P-	13/11/1999	M2	E4		RECAP	n/a	716	Mouse	M			Spr			
3	P-	13/11/1999	M2	E5		SE										
3	P-	13/11/1999	M2	E9		NEW	n/a	782	Mouse	?	14	75	Spr	Juv		
3	P-	13/11/1999	M2	F5		SE										
3	P-	13/11/1999	M2	F9		SE										
3	P-	13/11/1999	M2	G1	Yockney	SE										
3	P-	13/11/1999	M2	G6	Yockney	SE										
3	P-	13/11/1999	M2	G9	Yockney	RECAP	n/a	723	Mouse	M	17	78	Spr	Juv		
3	P-	13/11/1999	M2	H3	Yockney	RECAP	n/a	410	Mouse	M			Win			
3	P-	13/11/1999	M2	H4	Yockney	RECAP	n/a	426	Mouse	M						
3	P-	13/11/1999	M2	H5	Yockney	SE										
3	P-	13/11/1999	M2	H6	Yockney	SE										
3	P-	13/11/1999	M2	H8	Yockney	SE										
3	P-	13/11/1999	M2	H9	Yockney	NEW	n/a	440	Mouse	?	7	55	Spr	Juv		
3	P-	13/11/1999	M2	I1	Yockney	RECAP	n/a	407	Mouse				Spr			
3	P-	13/11/1999	M2	I3	Yockney	RECAP	n/a	438	Mouse	M			Spr			
3	P-	13/11/1999	M2	I4	Yockney	SE										
3	P-	13/11/1999	M2	I5	Yockney	SE										
3	P-	13/11/1999	M2	I6	Yockney	SE										
3	P-	13/11/1999	M2	I8	Yockney	SE										
3	P-	13/11/1999	M2	I9	Yockney	DEAD			Ship Rat							
3	P-	13/11/1999	MR1	A1	Ruscoe	SE										Robin
3	P-	13/11/1999	MR1	A5	Coleman	SE										
3	P-	13/11/1999	MR1	A7	Coleman	NEW	n/a	393	Mouse	F	12	73	Spr	Juv		
3	P-	13/11/1999	MR1	A9	Coleman	SE										
3	P-	13/11/1999	MR1	B1	Coleman	SE										
3	P-	13/11/1999	MR1	B5	Coleman	RECAP	n/a	54	Mouse	M			Win	Juv		
3	P-	13/11/1999	MR1	B6	Coleman	NEW	n/a	382	Mouse	F	19	80		Juv		
3	P-	13/11/1999	MR1	B9	Coleman	NEW	n/a	530	Mouse	M	11	69		Juv		
3	P-	13/11/1999	MR1	C3	Coleman	RECAP	n/a	546	Mouse	F	17	80	Spr	Juv		
3	P-	13/11/1999	MR1	C5	Coleman	RECAP	n/a	71	Mouse	F	16	71	Win	Juv		
3	P-	13/11/1999	MR1	D3	Ruscoe	RECAP	n/a	766	Mouse	M			Win			
3	P-	13/11/1999	MR1	D9	Ruscoe	NEW	n/a	752	Mouse	F	12.5	76	Spr	Juv		
3	P-	13/11/1999	MR1	E3	Ruscoe	RECAP	n/a	396	Mouse	M	18	76	Win	Juv		
3	P-	13/11/1999	MR1	E6	Ruscoe	RECAP	n/a	605	Mouse	M	19	80	Win	Juv		
3	P-	13/11/1999	MR1	E7	Ruscoe	RECAP	n/a	163	Mouse	F	14.5	67	Win	Juv		
3	P-	13/11/1999	MR1	E8	Ruscoe	RECAP	n/a	604	Mouse	M			Spr	Juv		
3	P-	13/11/1999	MR1	F2	Ruscoe	RECAP	n/a	680	Mouse	M	14.5	85	Win	Juv		
3	P-	13/11/1999	MR1	F3	Ruscoe	RECAP	n/a	606	Mouse	F	16	74	Win	Juv		
3	P-	13/11/1999	MR1	F5	Ruscoe	RECAP	n/a	750	Mouse	F			Spr	Juv		
3	P-	13/11/1999	MR1	F9	Ruscoe	SE										
3	P-	13/11/1999	MR1	G1	Drew	NEW	1193	1007	Ship Rat	F	56	120		Juv		
3	P-	13/11/1999	MR1	G2	Drew	RECAP	n/a	279	Mouse	F	13	65	Win	Juv		
3	P-	13/11/1999	MR1	G6	Drew	SE										
3	P-	13/11/1999	MR1	H1	Drew	SE										
3	P-	13/11/1999	MR1	H7	Drew	NEW	1191	1199	Ship Rat	M	199	195		Juv		
3	P-	13/11/1999	MR1	H8	Drew	RECAP	n/a	602	Mouse	M	17		Win	Juv		
3	P-	13/11/1999	MR1	H9	Drew	RECAP	n/a	693	Mouse	F	15.5		Spr	Juv		
3	P-	13/11/1999	MR1	I1	Drew	NEW	n/a	663	Mouse	F	12	70	Spr	Juv		
3	P-	13/11/1999	MR1	I9	Drew	SE										
3	P-	13/11/1999	MR2	A1	Coleman	NEW	1053	1068	Ship Rat	F				Juv		"""Freshly lost tail, behaving sick hb = 143 +"""
3	P-	13/11/1999	MR2	A5	Coleman	RECAP	n/a	533	Mouse	M			Spr	Juv		
3	P-	13/11/1999	MR2	A6	Coleman	NEW	n/a	381	Mouse	?	9	59	Spr	Juv		
3	P-	13/11/1999	MR2	A7	Coleman	RECAP	n/a	549	Mouse	F			Win	Juv		
3	P-	13/11/1999	MR2	A8	Coleman	RECAP	n/a	414	Mouse	?			Win	Juv		
3	P-	13/11/1999	MR2	A9	Coleman	NEW	n/a	922	Mouse	?	10	59		Juv		
3	P-	13/11/1999	MR2	B1	Coleman	NEW	n/a	529	Mouse	F	19.5	78	Spr	Juv		
3	P-	13/11/1999	MR2	B5	Coleman	NEW	n/a	372	Mouse	?	11	65	Spr	Juv		
3	P-	13/11/1999	MR2	B6	Coleman	RECAP	n/a	728	Mouse				Spr			
3	P-	13/11/1999	MR2	B7	Coleman	RECAP	n/a	416	Mouse	M			Spr			
3	P-	13/11/1999	MR2	B9	Coleman	NEW	n/a	525	Mouse	M	16	76		Juv		
3	P-	13/11/1999	MR2	C1	Coleman	NEW	n/a	383	Mouse	?	9	60		Juv		
3	P-	13/11/1999	MR2	C2	Coleman	SE										
3	P-	13/11/1999	MR2	C3	Coleman	RECAP	n/a	729	Mouse	M			Spr	Juv		
3	P-	13/11/1999	MR2	C4	Coleman	SE										
3	P-	13/11/1999	MR2	C6	Coleman	RECAP	n/a	417	Mouse	M			Win	Juv		
3	P-	13/11/1999	MR2	C7	Coleman	RECAP	n/a	740	Mouse	M			Spr	Juv		
3	P-	13/11/1999	MR2	C8	Coleman	NEW	n/a	532	Mouse	?	10.5	59	Spr	Juv		
3	P-	13/11/1999	MR2	C9	Coleman	RECAP	n/a	458	Mouse	F	13	69	Win	Juv		
3	P-	13/11/1999	MR2	D3	Ruscoe	RECAP	n/a	751	Mouse	F		60	Spr	Juv		
3	P-	13/11/1999	MR2	D6	Ruscoe	RECAP	n/a	654	Mouse	F		80	Spr	Juv		
3	P-	13/11/1999	MR2	D7	Ruscoe	NEW	n/a	949	Mouse	M	12	67	Spr	Juv		
3	P-	13/11/1999	MR2	D8	Ruscoe	NEW	n/a	734	Mouse	F	10	64	Spr	Juv		
3	P-	13/11/1999	MR2	D9	Ruscoe	RECAP	n/a	744	Mouse	M			Win	Juv		
3	P-	13/11/1999	MR2	E1	Ruscoe	RECAP	n/a	534	Mouse	M		85	Win	Juv		
3	P-	13/11/1999	MR2	E2	Ruscoe	RECAP	n/a	747	Mouse	F			Win	Juv		
3	P-	13/11/1999	MR2	E3	Ruscoe	RECAP	n/a	733	Mouse	M	14	75	Spr	Juv		
3	P-	13/11/1999	MR2	E4	Ruscoe	RECAP	n/a	378	Mouse	F	16	80	Spr	Juv		
3	P-	13/11/1999	MR2	E5	Ruscoe	RECAP	n/a	765	Mouse	M			Spr	Juv		
3	P-	13/11/1999	MR2	E7	Ruscoe	NEW	n/a	771	Mouse	M	12	65	Spr	Juv		
3	P-	13/11/1999	MR2	E8	Ruscoe	NEW	n/a	948	Mouse							
3	P-	13/11/1999	MR2	E9	Ruscoe	NEW	1071	1072	Ship Rat	M	105	140		Adult		
3	P-	13/11/1999	MR2	F2	Ruscoe	RECAP	n/a	518	Mouse	F		62	Spr	Juv		
3	P-	13/11/1999	MR2	F3	Ruscoe	RECAP	n/a	312	Mouse	F		67	Win	Juv		
3	P-	13/11/1999	MR2	F4	Ruscoe	RECAP	n/a	309	Mouse	F	14	70	Win	Juv		
3	P-	13/11/1999	MR2	F5	Ruscoe	RECAP	n/a	514	Mouse	F		60	Spr	Juv		
3	P-	13/11/1999	MR2	F6	Ruscoe	RECAP	n/a	681	Mouse	F			Spr	Juv		
3	P-	13/11/1999	MR2	F7	Ruscoe	NEW	n/a	726	Mouse	F	10	62		Juv		
3	P-	13/11/1999	MR2	F8	Ruscoe	SE										
3	P-	13/11/1999	MR2	G6	Drew	RECAP	1003	1006	Ship Rat						y	doa
3	P-	13/11/1999	MR2	G7	Drew	RECAP	n/a	333	Mouse	F	18		Win	Juv		
3	P-	13/11/1999	MR2	H6	Drew	NEW	n/a	661	Mouse	F	11	65	Spr	Juv		
3	P-	13/11/1999	MR2	H9	Drew	RECAP	n/a	776	Mouse	M	16.5		Win	Adult		
3	P-	13/11/1999	MR2	I1	Drew	OLD	n/a	308	Mouse	F	16.5		Win	Juv		
3	P-	13/11/1999	MR2	I2	Drew	NEW	1016	1020	Ship Rat	M	97	150		Adult		
3	P-	13/11/1999	MR2	I3	Drew	RECAP	n/a	676	Mouse	M	17		Spr	Juv		
3	P-	13/11/1999	MR2	I5	Drew	RECAP	n/a	655	Mouse	?	11		Spr			
3	P-	13/11/1999	MR2	I6	Drew	NEW	n/a	683	Mouse	M	17.5	80	Spr	Adult		
3	P-	13/11/1999	MR2	I7	Drew	NEW	n/a	677	Mouse	M	11	65	Spr	Juv		
3	P-	13/11/1999	MR2	I8	Drew	RECAP	n/a	611	Mouse	M	22		Spr	Juv		
3	P-	13/11/1999	MR2	I9	Drew	NEW	n/a	653	Mouse	?	11	70		Juv		
3	P-	13/11/1999	R1	A1	Coleman	NEW	1060	1013	Ship Rat	F	101	155		Adult		
3	P-	13/11/1999	R1	A2	Coleman	NEW	1074	1076	Ship Rat	M	160	170		Adult		
3	P-	13/11/1999	R1	A6	Coleman	SE										
3	P-	13/11/1999	R1	A9	Coleman	DEAD	n/a		Mouse							
3	P-	13/11/1999	R1	B1	Coleman	DEAD	n/a		Mouse							
3	P-	13/11/1999	R1	B2	Coleman	SE										
3	P-	13/11/1999	R1	B3	Coleman	SE	n/a									
3	P-	13/11/1999	R1	B4	Coleman	DEAD	n/a		Mouse							
3	P-	13/11/1999	R1	B9	Coleman	DEAD	n/a		Mouse							
3	P-	13/11/1999	R1	C1	Coleman	SE										
3	P-	13/11/1999	R1	C3	Coleman	SE										
3	P-	13/11/1999	R1	D2	Ruscoe	DEAD	n/a		Mouse							
3	P-	13/11/1999	R1	D4	Ruscoe	DEAD	n/a		Mouse							
3	P-	13/11/1999	R1	E1	Ruscoe	SE										
3	P-	13/11/1999	R1	E2	Ruscoe	NEW	1078	1056	Ship Rat	M		103		Juv		Weight 36+
3	P-	13/11/1999	R1	E4	Ruscoe	NEW	1082	1009	Ship Rat	F		100		Juv		Weight 36+
3	P-	13/11/1999	R1	F8	Ruscoe	NEW	1100	1087	Ship Rat	M	24	86		Juv		No white spot
3	P-	13/11/1999	R1	H5	Drew	SE										
3	P-	13/11/1999	R1	H6	Ruscoe	DEAD	n/a		Mouse							
3	P-	13/11/1999	R1	I3	Drew	DEAD	n/a		Mouse							
3	P-	13/11/1999	R1	I9	Drew	SE										
3	P-	13/11/1999	R2	A1	Yockney	DEAD	n/a		Mouse							
3	P-	13/11/1999	R2	A2	Yockney	DEAD	n/a		Mouse							
3	P-	13/11/1999	R2	A4	Yockney	DEAD	n/a		Mouse							
3	P-	13/11/1999	R2	A5	Yockney	DEAD	n/a		Mouse							
3	P-	13/11/1999	R2	A7	Yockney	DEAD	n/a		Mouse							
3	P-	13/11/1999	R2	B4	Yockney	SE										
3	P-	13/11/1999	R2	B9	Yockney	DEAD	n/a		Mouse							
3	P-	13/11/1999	R2	C4		NEW	1200	1188	Ship Rat	M	130	160		Juv		
3	P-	13/11/1999	R2	E1	Yockney	DEAD	n/a		Mouse							
3	P-	13/11/1999	R2	E2	Yockney	DEAD	n/a		Mouse							
3	P-	13/11/1999	R2	E3	Yockney	DEAD	n/a		Mouse							
3	P-	13/11/1999	R2	E9	Yockney	DEAD	n/a		Mouse							
3	P-	13/11/1999	R2	F2	Yockney	DEAD	n/a		Mouse							
3	P-	13/11/1999	R2	H2		DEAD	n/a		Mouse							
3	P-	14/11/1999	M1	A1	Drew	RECAP	n/a	423	Mouse	M			Spr			
3	P-	14/11/1999	M1	A2	Drew	RECAP	n/a	428	Mouse	F			Win			
3	P-	14/11/1999	M1	A3	Drew	RECAP	n/a	411	Mouse	M			Spr			
3	P-	14/11/1999	M1	A4	Drew	RECAP	n/a	401	Mouse	M			Spr			
3	P-	14/11/1999	M1	A5	Drew	RECAP	n/a	406	Mouse	M			Spr			
3	P-	14/11/1999	M1	A6	Drew	OLD	n/a	439	Mouse				Win			
3	P-	14/11/1999	M1	A7	Drew	RECAP	n/a	432	Mouse	F			Spr			
3	P-	14/11/1999	M1	A8	Drew	DEAD			Ship Rat							
3	P-	14/11/1999	M1	A9	Drew	RECAP	n/a	418	Mouse	M			Spr			
3	P-	14/11/1999	M1	B1	Drew	RECAP	n/a	403	Mouse	M			Spr			
3	P-	14/11/1999	M1	B2	Drew	RECAP	n/a	404	Mouse	M			Win			
3	P-	14/11/1999	M1	B3	Drew	RECAP	n/a	402	Mouse	M			Win			
3	P-	14/11/1999	M1	B4	Drew	RECAP	n/a	412	Mouse	M			Spr			
3	P-	14/11/1999	M1	B7	Drew	NEW	n/a	441	Mouse	F	12	70	Spr	Juv		
3	P-	14/11/1999	M1	B8	Drew	RECAP	n/a	420	Mouse	M			Spr			
3	P-	14/11/1999	M1	B9	Drew	DEAD			Ship Rat							
3	P-	14/11/1999	M1	C2	Drew	RECAP	n/a	718	Mouse	M			Spr			
3	P-	14/11/1999	M1	C3	Drew	RECAP	n/a	709	Mouse	M		67	Spr	Juv		
3	P-	14/11/1999	M1	C4	Drew	RECAP	n/a	434	Mouse	F			Win			
3	P-	14/11/1999	M1	C5	Drew	RECAP	n/a	433	Mouse	M			Spr			
3	P-	14/11/1999	M1	C6	Drew	OLD	n/a	442	Mouse	M	22	80	Win	Juv		
3	P-	14/11/1999	M1	C7	Drew	RECAP	n/a	435	Mouse	F			Win			
3	P-	14/11/1999	M1	C9	Drew	RECAP	n/a	437	Mouse	F			Spr			
3	P-	14/11/1999	M1	D2		RECAP	n/a	555	Mouse	M			Spr	Juv		
3	P-	14/11/1999	M1	D6		NEW	n/a	791	Mouse	F	13	73		Juv		
3	P-	14/11/1999	M1	D7		DEAD			Ship Rat							
3	P-	14/11/1999	M1	D8		NEW	n/a	725	Mouse	F	11.5	68	Spr	Juv		
3	P-	14/11/1999	M1	D9		NEW	n/a	703	Mouse	M	12	60	Spr	Juv		
3	P-	14/11/1999	M1	E3	Young	RECAP	n/a	569	Mouse	M			Spr	Juv		
3	P-	14/11/1999	M1	F5		RECAP	n/a	724	Mouse	M			Win	Juv		
3	P-	14/11/1999	M1	F6	Young	SE										
3	P-	14/11/1999	M1	G3	Young	OLD	n/a	595	Mouse	M	10	65	Win	Juv		Old Tag lost this trip - ear still bleeding
3	P-	14/11/1999	M1	G5	Young	OLD	n/a	593	Mouse	M	20	85	Win	Juv		
3	P-	14/11/1999	M1	G6	Young	SE										
3	P-	14/11/1999	M1	H7	Young	NEW	n/a	647	Mouse	M	21	80		Juv		
3	P-	14/11/1999	M1	H9	Young	RECAP	n/a	587	Mouse	M				Juv		
3	P-	14/11/1999	M1	I2	Young	RECAP	n/a	782	Mouse	?			Spr	Juv		
3	P-	14/11/1999	M1	I9	Young	RECAP	n/a	562	Mouse	M			Spr	Juv		
3	P-	14/11/1999	M2	A2	Young	DEAD			Ship Rat							
3	P-	14/11/1999	M2	B1	Young	RECAP	n/a	574	Mouse	M			Spr	Juv		
